district,iec_district_id,iec_prov_id,map_accuracy,pc_code,pc_location,pc_name,province,ps_female,ps_male,ps_total,verification,lon,lat
Lash-E-Juwayn,09,33,تعمیر,3309252,Sabz Gazi,Sabz Gazi School,Farah,1,2,3,Building,61.670714,31.948600
Kot,13,06,قریه,0613517,Tangi Village,School,Nangarhar,1,2,3,Village,70.524061,34.089319
Mohamad Agha,05,05,تعمیر,0505083,Waghjan Bazar,Aqeb Bazar Mosque,Logar,1,2,3,Building,69.070627,34.159159
Jalalabad,01,06,تعمیر,0601508,Farm Hada Family,Shahrak Saiaf Mosque,Nangarhar,1,2,3,Building,70.412766,34.390390
Dawlat Shah,05,07,تعمیر,0705136,Kasheedor,Mosque,Laghman,1,2,3,Building,70.078402,35.002724
Hissa-E-Awal Khinj,04,08,تعمیر,0804102,Khenj Center_Shah Chehra,Khatam Alanbia School,Panjshir,1,2,3,Building,69.697689,35.409506
Hissa-E-Awal Khinj,04,08,تعمیر,0804103,Zarian Shahr,Muhammad Pana Shaheed School,Panjshir,1,2,3,Building,69.762265,35.468576
Baglan-E-Jadeed,05,09,تعمیر,0905269,Shotur Ghalt,Primary School,Baghlan,1,2,3,Building,68.835267,36.158274
Saighan,03,10,تعمیر,1003172,Samuch Ha,Samuch Ha Mosque,Bamyan,1,2,3,Building,67.616924,35.196564
Saighan,03,10,تعمیر,1003173,Kado Khana,Kado Khana Mosque,Bamyan,1,2,3,Building,67.477594,35.120996
Yakawlang,05,10,تعمیر,1005174,Sartosari,Pai Wcha Mosque,Bamyan,1,2,3,Building,66.694398,35.095927
Panjab,06,10,تعمیر,1006181,Dahan Kahdar,Dahan Kohdar Madrasa,Bamyan,1,2,3,Building,66.772121,34.370082
Panjab,06,10,تعمیر,1006182,Do Abi,Do Abi Secondary School,Bamyan,1,2,3,Building,67.131806,34.429050
Ahmadaba,08,13,تعمیر,1308219,Mama Khil Village,Transport Station,Paktya,1,2,3,Building,69.639398,33.836451
Khas Kunar,10,15,تعمیر,1510122,Chambari,Mosque,Kunar,1,2,3,Building,70.815566,34.613750
Dangam,12,15,تعمیر,1512123,Shokano,Mosque,Kunar,1,2,3,Building,71.410734,35.039423
Faiz Abad,01,17,تعمیر,1701283,Laiaba,Laiaba Femal High School,Badakhshan,1,2,3,Building,70.524157,37.173763
Argo,02,17,تعمیر,1702290,Dur Khan,Dehdhi Femal School,Badakhshan,1,2,3,Building,70.458968,36.999119
Yaftal-E-Sufla,04,17,تعمیر,1704291,Bid Kalan,Bid Kalan High School,Badakhshan,1,2,3,Building,70.311260,37.344769
Yawan,09,17,تعمیر,1709299,Tir Garan,Madrasa,Badakhshan,1,2,3,Building,70.418249,37.575959
Jurm,10,17,تعمیر,1710300,Kharandab,Kharandab Female School,Badakhshan,1,2,3,Building,70.843157,36.839788
Shahr-E-Buzurg,13,17,تعمیر,1713308,Ghanghar Paian,Ghazanfar Paien Mosque,Badakhshan,1,2,3,Building,70.253925,37.419336
Khash,15,17,تعمیر,1715309,Wahdat Abad,Wahdat Abad Madrasa,Badakhshan,1,2,3,Building,70.211612,36.882426
Kiran Wa Menjan,26,17,تعمیر,1726316,Lahjor Sho,Lahjor Sho School,Badakhshan,1,2,3,Building,70.780727,36.172689
Roi-Do-Ab,05,20,تعمیر,2005100,Choqurak,Sorkh Qala Female School,Samangan,1,2,3,Building,67.966526,35.523910
Dara-E-Soof-E-Payin,06,20,تعمیر,2006101,Qaria Taqchi,School,Samangan,1,2,3,Building,67.339154,35.910533
Ashtarlay,04,24,تعمیر,2404176,Taleej,Mosque,Daykundi,1,2,3,Building,66.305133,33.974521
Ashtarlay,04,24,تعمیر,2404177,Khar Bid Hulia,Mosque,Daykundi,1,2,3,Building,66.204877,33.896963
Kiti,06,24,تعمیر,2406186,Ghola Kisaw,Mosque,Daykundi,1,2,3,Building,65.868929,33.425582
Kiti,06,24,تعمیر,2406187,Korangak,Madrasa,Daykundi,1,2,3,Building,65.694789,33.561572
Qalat,01,26,تعمیر,2601046,"Kagari, Amaki",Kagari Mosque,Zabul,1,2,3,Building,66.870528,32.171948
Qalat,01,26,تعمیر,2601047,Miranzaie,Lwar Kariz Mosque,Zabul,1,2,3,Building,66.985556,32.153004
Shinkai,03,26,تعمیر,2603056,Omar Zai,Moque,Zabul,1,2,3,Building,67.004876,31.955574
Mizan,04,26,قریه,2604057,Pitab Jar Kana,Moque,Zabul,1,2,3,Village,66.538375,32.251242
Arghandab,05,26,تعمیر,2605065,"Miran, Kotani",Moque,Zabul,1,2,3,Building,66.715777,32.406744
Arghandab,05,26,قریه,2605066,Karto Kariz,Moque,Zabul,1,2,3,Village,67.152766,32.523648
Naw Bahar,09,26,قریه,2609075,Omar Zai,Mosque,Zabul,1,2,3,Village,67.464564,32.008499
Naw Bahar,09,26,تعمیر,2609076,"Lwar Magha, Shin Zai",House,Zabul,1,2,3,Building,67.708100,32.201668
Qush Tepa,05,28,قریه,2805125,Gardan,Mosque,Jawzjan,1,2,3,Village,65.368902,36.043749
Ab Kamari,02,31,تعمیر,3102192,Sang Lawh,Sang Lawh Mosque,Badghis,1,2,3,Building,62.875309,34.708395
Tanay,04,14,تعمیر,1404180,Pir Padsha Village,Haji Pir Padsh Village Mosque,Khost,1,2,3,Building,69.820944,33.264826
Tanay,04,14,تعمیر,1404181,Nik Muhammad Village,Haji Nik Muhammad Village School,Khost,1,2,3,Building,69.786591,33.254105
Jawand,06,31,تعمیر,3106201,Takhlanga,Takhlanga Mosque,Badghis,1,2,3,Building,64.336964,34.917922
District_12,01,32,تعمیر,3201471,Jebraiel Mosque,Jebariel Mosque,Herat,1,2,3,Building,62.144621,34.373830
Surbi,15,01,تعمیر,0115551,Jarobi,Tahzin Am Jarobe High School,Kabul,1,2,3,Building,69.619370,34.357572
Surbi,15,01,تعمیر,0115552,Waka Khas,Waka Khas School,Kabul,1,2,3,Building,69.759891,34.637661
Tala Wa Barfak,11,09,تعمیر,0911279,Klola Sang,Klola Sang Mosque,Baghlan,1,2,3,Building,68.398160,35.390255
Dasht-E-Qala,12,18,تعمیر,1812212,Ai Khanum,Ai Khanum High School,Takhar,1,2,3,Building,69.431754,37.168736
Warsaj,13,18,تعمیر,1813213,Trsht,Secondary School,Takhar,1,2,3,Building,69.879462,36.206517
Chighcheran,01,23,تعمیر,2301239,Shakh Malan_Cheshma Sakina,Shakh Malan Mosque,Ghor,1,2,3,Building,64.703197,34.566675
Saghar,05,23,تعمیر,2305240,Naga,Naga School,Ghor,1,2,3,Building,63.796220,33.522542
Kohistan,10,29,قریه,2910215,Diwarak,Mosque,Faryab,1,2,3,Village,65.241034,35.305476
Qaram Qul,11,29,ولسوالی,2911216,Qep Chap,Qepchaq Secondary School,Faryab,1,2,3,District,64.977775,36.791178
Asl-E-Chakhansur,03,34,تعمیر,3403061,Haji Mir Ali,Sarkanak School,Nimroz,1,2,3,Building,62.039847,31.242513
Kushk-E-Kuhna,10,32,تعمیر,3210414,Chashma-E- Khafi Village,Muhammad Abad Cheshma Khafi Mosque(Male),Herat,0,2,2,Building,62.649435,34.881834
Nahia_21,01,01,ولسوالی,0101535,Deh Sabz_District_21,Hamza Mosque,Kabul,1,2,3,District,69.397763,34.534411
Guldara,11,01,تعمیر,0111545,Qul  Afghan,Qul Afghan Primary School,Kabul,1,2,3,Building,69.044733,34.730288
Farza,12,01,قریه,0112546,Bostan,Qala Muqareb Mosque,Kabul,1,2,3,Village,69.067483,34.776826
Qarabagh,14,01,تعمیر,0114547,Barik Ab Town,Alas Ghan High School,Kabul,1,2,3,Building,69.250474,34.823929
Paryan,07,08,قریه,0807066,Karpitab,Balaye Kucha Mosque,Panjshir,0,2,2,Village,70.095854,35.696006
Shinwar,16,06,تعمیر,0616520,Marko,Marko High School,Nangarhar,1,2,3,Building,70.808572,34.249983
Dur Baba,22,06,تعمیر,0622521,Ageer Village,Anjeer Village Secondary School,Nangarhar,1,2,3,Building,70.933099,34.100567
Qarghayee,02,07,تعمیر,0702130,Chapa Dara,Gul Ghondi School,Laghman,1,2,3,Building,70.367793,34.489308
Shutul,06,08,تعمیر,0806104,Astofalo,Estofalo Mosque,Panjshir,1,2,3,Building,69.308147,35.247201
Shutul,06,08,تعمیر,0806105,Sang Lakhshan,Sang Lakhshan Mosque,Panjshir,1,2,3,Building,69.292514,35.227219
Baglan-E-Jadeed,05,09,تعمیر,0905272,Mulah Khil,Mualah Khil Mosque,Baghlan,1,2,3,Building,68.748495,36.208890
Yakawlang,05,10,تعمیر,1005175,Sarak Sokhtagi,Dara Chasht Sokhtagi Femal High School,Bamyan,1,2,3,Building,66.692520,34.862423
Panjab,06,10,قریه,1006183,Dahan Sabz Chobak,Qala Ashor Secondary School,Bamyan,1,2,3,Village,66.989621,34.447176
Jalalabad,01,06,تعمیر,0601013,D06-Nahia 6,Najmul Jihad High School,Nangarhar,2,2,4,Building,70.430000,34.363856
Jalalabad,01,06,تعمیر,0601040,D02-Nahia 2,Angoor Bagh Jame Mosque,Nangarhar,2,2,4,Building,70.457868,34.415480
Jalalabad,01,06,تعمیر,0601044,D02-Nahia 2,Mia Umar School,Nangarhar,6,0,6,Building,70.452293,34.419877
Laja Mangal,12,13,تعمیر,1312222,Lalak Village,Lalak Kahol Madrasa,Paktya,1,2,3,Building,69.629267,33.734688
Laja Mangal,12,13,تعمیر,1312223,Koza Doda,Dodai Mosque,Paktya,1,2,3,Building,69.674158,33.804050
Khost,01,14,تعمیر,1401176,Center,Hasan Kot School,Khost,1,2,3,Building,70.038922,33.320307
Kuz Kunar,06,06,تعمیر,0606188,Zargaran Village,Zargaran Village Mosque,Nangarhar,1,2,3,Building,70.580940,34.569400
Deh Bala,10,06,قریه,0610324,Jawdara,Jawdara Malak Sher Mohammad Hujra,Nangarhar,1,0,1,Village,70.480050,34.088058
Baharak,03,18,قریه,1803204,Shash Band,Qazi Enayaht Ullah High School,Takhar,1,2,3,Village,69.438102,36.780388
Namak Ab,06,18,تعمیر,1806205,Tash Yalaq,Primary School,Takhar,1,2,3,Building,69.621020,36.573451
Kalafgan,07,18,تعمیر,1807206,Kharqan Khiar Dara,Emam Abo Hanifa Secondary School,Takhar,1,2,3,Building,69.904675,36.862899
Kalafgan,07,18,تعمیر,1807207,Garm Sir,Primary School,Takhar,1,2,3,Building,69.973489,36.917048
Farkhar,08,18,تعمیر,1808208,Kashkatan,Secondary School,Takhar,1,2,3,Building,69.749927,36.630774
Kohistanat,03,22,قریه,2203137,Kunji Ha,Haji Zaher Mosque,Sar-E-Pul,1,2,3,Village,65.886903,35.784470
Kohistanat,03,22,قریه,2203138,Khamida,Mosque,Sar-E-Pul,1,2,3,Village,65.836399,35.478999
Qalat,01,26,قریه,2601048,Miranzaie Kharjoi,Barak Zai Check Post,Zabul,1,2,3,Village,67.143080,32.269475
Qalat,01,26,تعمیر,2601049,Naw Khiz,Naw Khiz Mosque,Zabul,1,2,3,Building,66.799171,32.091298
Maimana,01,29,ولسوالی,2901209,Qatoor,Dawlat Keptan Secondary School,Faryab,1,2,3,District,64.789001,35.914897
Jawand,06,31,تعمیر,3106195,Sar Khas,Open Field,Badghis,1,2,3,Building,64.514058,35.136136
Jawand,06,31,تعمیر,3106196,Gosala Danak,Gosala Danak Mosque,Badghis,1,2,3,Building,64.385974,35.055457
Jawand,06,31,تعمیر,3106197,Gul Zirai Pahien,Gul Zirai Paien Mosque,Badghis,1,2,3,Building,64.116935,34.859309
Enjil,02,32,تعمیر,3202476,Chongar,Chongar High School,Herat,1,2,3,Building,62.268337,34.303141
Zendajan,05,32,تعمیر,3205477,Sang Tarqida,Cultural Asosiation,Herat,1,2,3,Building,61.782367,34.200256
Zendajan,05,32,تعمیر,3205478,Yadgar,Qala Yadgar School,Herat,1,2,3,Building,61.953641,34.352590
Adraskan,09,32,تعمیر,3209481,Kal Yak Paia,Kal Yak Paia Promary School,Herat,1,2,3,Building,62.279590,33.700584
Guzara,03,32,تعمیر,3203084,Shahrak-E- Khatamul Anbeya,Khatamul Anbeya Madrassa,Herat,1,2,3,Building,62.228671,34.261926
Guzara,03,32,تعمیر,3203085,Feroz Abad Village,Khwaja Shahab High School,Herat,1,1,2,Building,62.250393,34.242374
Herat,01,32,تعمیر,3201018,D07 - Nahia 7,Kabeer Buraman Mosque,Herat,4,4,8,Building,62.178291,34.347118
Herat,01,32,تعمیر,3201019,D07 - Nahia 7,Paeen Aab School,Herat,3,3,6,Building,62.172708,34.331889
Nahia_15,01,01,تعمیر,0101526,District-15,Aqsa Mosque,Kabul,1,2,3,Building,69.157064,34.579744
Nahia_15,01,01,تعمیر,0101527,District-15,Al Muhammad Mosque,Kabul,1,2,3,Building,69.171113,34.569573
Nahia_15,01,01,تعمیر,0101529,District-15,Prozha Khurasan Mosque,Kabul,1,2,3,Building,69.160068,34.572254
Nahia_15,01,01,تعمیر,0101530,Pawar Station Street,Khoja Bughra Mosque,Kabul,1,2,3,Building,69.163621,34.581794
Nahia_17,01,01,تعمیر,0101531,Nejat Town,Sedeq Akbar High School,Kabul,1,2,3,Building,69.068285,34.606757
Pachir Wagam,11,06,قریه,0611302,Du Aaba,Lowara Mena Mosque,Nangarhar,1,1,2,Village,70.397260,34.066914
Dehsabz,05,01,تعمیر,0105533,Torkham Transportation Station,Haji Abdullah Khan Mosque,Kabul,1,2,3,Building,69.390961,34.566825
Dehsabz,05,01,قریه,0105541,Jeeran,Qais Wa Lang Mosque,Kabul,1,2,3,Village,69.372638,34.603846
Shakar Dara,06,01,تعمیر,0106542,Alghawi Town,Shahrak Alghawi Mosque,Kabul,1,2,3,Building,69.169279,34.617693
Kama,05,06,تعمیر,0605511,Deh Taher,School,Nangarhar,1,2,3,Building,70.622426,34.403087
Behsud,02,06,قریه,0602509,Gardiks,Primary School,Nangarhar,1,2,3,Village,70.663917,34.387488
Surkh Rud,03,06,تعمیر,0603510,Saido Khil,Saido Khil School,Nangarhar,1,2,3,Building,70.323374,34.424060
Kama,05,06,تعمیر,0605514,Bazid Khil,Mosque,Nangarhar,1,2,3,Building,70.650228,34.431119
Kuz Kunar,06,06,تعمیر,0606515,Gambiri,Gambiri School,Nangarhar,1,2,3,Building,70.530010,34.563741
Khugyani,08,06,تعمیر,0608516,Chemtala,High School,Nangarhar,1,2,3,Building,70.189873,34.347362
Bazarak,01,08,تعمیر,0801097,Dashtak,Koh Manjahoor Secondary School,Panjshir,1,2,3,Building,69.546816,35.309752
Bazarak,01,08,تعمیر,0801098,Province Center_Bazarak,Marshal Faheem Mosque,Panjshir,1,2,3,Building,69.479569,35.277739
Doshi,03,09,تعمیر,0903262,Sang Sorakh,Sang Sorakh Secondary School,Baghlan,1,2,3,Building,68.769197,35.758911
Doshi,03,09,تعمیر,0903263,Naseri Ha,Nasri Secondary School,Baghlan,1,2,3,Building,68.805077,35.837027
Doshi,03,09,تعمیر,0903264,Dara Gai,School,Baghlan,1,2,3,Building,68.647883,35.598127
Faiz Abad,01,17,تعمیر,1701284,Dasht Shhada,Al Jahad High School,Badakhshan,1,2,3,Building,70.536641,37.105605
Yaftal-E-Sufla,04,17,تعمیر,1704292,Warang,Warig High School,Badakhshan,1,2,3,Building,70.455791,37.298549
Yaftal-E-Sufla,04,17,تعمیر,1704293,Pahn Dara,Pahn Dara Secondary School,Badakhshan,1,2,3,Building,70.426839,37.364836
Darayim,07,17,تعمیر,1707294,Trangai Paian,Targani Payan Madrasa,Badakhshan,1,2,3,Building,70.437278,36.864330
Tanay,04,14,ولسوالی,1404182,Shaher Village,Shahr Kli Mosque,Khost,1,2,3,District,69.867197,33.288715
Khash,15,17,ولسوالی,1715310,Gangor Chi,Hazrat Sarwar Kainat Mosque,Badakhshan,1,2,3,District,70.141046,36.709025
Darqad,15,18,تعمیر,1815214,Shor Arab,Darwaza Female School,Takhar,1,2,3,Building,69.508849,37.408875
Chah Ab,16,18,تعمیر,1816215,Dara Bashir,Mosque,Takhar,1,2,3,Building,69.969490,37.318837
Ali Abad,03,19,تعمیر,1903218,Cheep,Secondary School,Kunduz,1,2,3,Building,68.919769,36.482877
Hazrat-E-Sultan,03,20,تعمیر,2003097,Khwaja Quch Qar,Khwaja Quch Qar Secondary School,Samangan,1,2,3,Building,68.283933,36.043779
Ashtarlay,04,24,تعمیر,2404178,Maidan Ahangaran,Mosque,Daykundi,1,2,3,Building,66.428897,34.021778
Ashtarlay,04,24,تعمیر,2404179,Now Jok,Mosque,Daykundi,1,2,3,Building,66.251098,34.010662
Nili,01,24,تعمیر,2401169,Jaw Qul,Mosque,Daykundi,1,2,3,Building,66.061813,33.849351
Nili,01,24,تعمیر,2401170,Mish Hulia,Mosque,Daykundi,1,2,3,Building,66.080575,33.747913
Shahristan,02,24,تعمیر,2402171,Pitab Largar,Mosque,Daykundi,1,2,3,Building,66.436292,33.941933
Miramor,07,24,تعمیر,2407188,Aona Bargar,Mosque,Daykundi,1,2,3,Building,66.598194,33.861866
Miramor,07,24,تعمیر,2407189,Bardiz Bargar,Mosque,Daykundi,1,2,3,Building,66.998718,33.753183
Miramor,07,24,تعمیر,2407190,Dahan Dar Ra,School,Daykundi,1,2,3,Building,67.050776,33.777415
Sang-E-Takht,08,24,تعمیر,2408193,Ail Ghulam Kaligan,Mosque,Daykundi,1,2,3,Building,66.257710,34.241823
Kejran,09,24,ولسوالی,2409194,Qasem Abad,Mosque,Daykundi,1,2,3,District,65.699426,33.205518
Qalat,01,26,تعمیر,2601045,Nawi Kali Village,Chel Dokhtaran School,Zabul,1,2,3,Building,66.891517,32.101023
Shah Joi,06,26,قریه,2606067,Surkhakan,Sorkhakan Madrasa,Zabul,1,2,3,Village,67.308925,32.214727
Shah Joi,06,26,قریه,2606068,Khaka,Khaka School,Zabul,1,2,3,Village,67.385362,32.376187
Mizan,04,26,قریه,2604058,Shikan Bakwan,Moque,Zabul,1,2,3,Village,66.503352,32.237209
Mizan,04,26,قریه,2604059,Sar Kali Village,Takhom School,Zabul,1,2,3,Village,66.528128,32.143166
Arghandab,05,26,قریه,2605060,China,Moque,Zabul,1,2,3,Village,66.982750,32.451182
Naw Bahar,09,26,قریه,2609077,Qala Sahak,Sahak Mosque,Zabul,1,2,3,Village,67.528312,32.158662
Shemel Zayi,10,26,تعمیر,2610078,Haidari,Mosque,Zabul,1,2,3,Building,67.769642,32.069909
Shemel Zayi,10,26,تعمیر,2610079,Jahangir,Mosque,Zabul,1,2,3,Building,67.639390,32.034803
Khwaja Dukoh,02,28,قریه,2802123,Chob Bash Afghania,Haji Saleh House,Jawzjan,1,2,3,Village,65.609950,36.791016
Qush Tepa,05,28,تعمیر,2805124,Shor Qoduq,School,Jawzjan,1,2,3,Building,65.290339,36.069737
Nad Ali,02,30,تعمیر,3002223,Cha Angeer,Cha Anjeer,Helmand,1,2,3,Building,64.306228,31.673991
Nad Ali,02,30,تعمیر,3002224,Zabur Abad,Dorahi,Helmand,1,2,3,Building,64.266509,31.573349
Garm Ser,06,30,تعمیر,3006225,Kochinai Darwishian,School,Helmand,1,2,3,Building,64.239549,30.155836
Reg-E-Khan Nishin,11,30,تعمیر,3011227,Diwarak,Mosque,Helmand,1,2,3,Building,63.946844,30.560501
Ab Kamari,02,31,تعمیر,3102190,Safid Lak,Safidlak School,Badghis,1,2,3,Building,62.825736,34.813605
Ab Kamari,02,31,تعمیر,3102191,Chalanak,Chalanak School,Badghis,1,2,3,Building,62.908795,34.748590
Achin,15,06,قریه,0615383,Garoko,Garoko Ziarat Madrassa,Nangarhar,2,0,2,Village,71.043204,34.241486
Dur Baba,22,06,قریه,0622413,Ziarat Kaley Mosque,Ziarat Village Mosque,Nangarhar,1,2,3,Village,70.928937,34.039174
Dur Baba,22,06,قریه,0622414,Soor Kandaw Daag,Soor Kandaw Daag,Nangarhar,1,2,3,Village,70.897393,34.055172
Dur Baba,22,06,قریه,0622416,Shagay,Shagay Dera,Nangarhar,1,2,3,Village,70.917551,34.052124
Dur Baba,22,06,قریه,0622417,Sasobi,Sosobi School,Nangarhar,1,2,3,Village,71.025798,34.068230
Qala-E-Kah,04,33,تعمیر,3304249,Guest,Guest Mosque,Farah,1,2,3,Building,61.468348,32.287587
Shib Koh,05,33,تعمیر,3305250,Chaka,Chaka Primary School,Farah,1,2,3,Building,61.657048,32.147598
Shib Koh,05,33,تعمیر,3305251,Farib,Farib Primary School,Farah,1,2,3,Building,61.483851,32.132918
Shamul,12,14,تعمیر,1412158,Alauddin Village,Amir Gulistan Mosque,Khost,1,1,2,Building,69.543692,33.313385
Ghormach,07,31,قریه,3107141,Sharshar Village,Sharshar Village,Badghis,1,1,2,Village,63.768473,35.570981
Gulran,08,32,تعمیر,3208220,Zeeragee Kalan,Zeeragee Kalan School,Herat,1,2,3,Building,61.756118,34.893939
Gulran,08,32,تعمیر,3208221,Shakar Aab,Shakar Aab Mosque,Herat,1,2,3,Building,61.854636,34.807950
Shinwar,16,06,قریه,0616421,25 Viyala,Hazrat Bilal Mosque,Nangarhar,3,0,3,Village,70.782595,34.230093
Shinwar,16,06,قریه,0616422,27 Viyala,Hayat Khan Mosque,Nangarhar,3,0,3,Village,70.829486,34.220422
Gosfandi,06,22,تعمیر,2206135,Aabkhor Village,Qarya Aabkhor Secondary School,Sar-E-Pul,1,1,2,Building,66.567827,35.862744
Salang,06,03,تعمیر,0306065,Jawar-E-Qamar,Awlang School,Parwan,1,1,2,Building,69.098468,35.284409
Barmal,14,12,قریه,1214306,Adam Khan Village,Adam Khan Village Primary School,Paktika,0,3,3,Village,69.287720,32.806575
Giyan,15,12,تعمیر,1215267,Kamal Village,Kamal Village Mosque,Paktika,0,3,3,Building,69.349206,33.006594
Enjil,02,32,تعمیر,3202069,Kashak Bad-E-Saba Village,Kashak Bad-E- Saba Mosque,Herat,1,2,3,Building,61.965832,34.369784
Enjil,02,32,قریه,3202070,Aab Jalil Village,Ab Jalil Mosque And School,Herat,1,2,3,Village,62.035221,34.359755
Gulran,08,32,تعمیر,3208217,Maishmast,Maishmast School,Herat,1,2,3,Building,61.722587,34.907092
Gulran,08,32,قریه,3208218,Chah Takhta,Chah Takhta Mosque,Herat,1,1,2,Village,61.971754,35.368726
Jalalabad,01,06,تعمیر,0601043,D04-Nahia 4,Agriculture School,Nangarhar,0,4,4,Building,70.472200,34.423108
Khan Abad,04,19,تعمیر,1904166,Ibrahim Khel Village,Ibrahim Khel School,Kunduz,1,1,2,Building,69.022569,36.785284
Alingar,04,07,قریه,0704055,Kanda,Kandi Mosque,Laghman,1,1,2,Village,70.319816,34.783917
Kabul-D04,01,01,تعمیر,0101058,Kart-E-Parwan,Naderia High School,Kabul,3,4,7,Building,69.140226,34.534545
Kabul-D04,01,01,تعمیر,0101061,Proja-E- Wazir Abad,Number One Kindergarten,Kabul,2,2,4,Building,69.157160,34.560591
Kabul-D04,01,01,تعمیر,0101062,Proja-E-Taimani,Malika Soraia Girls High School,Kabul,4,5,9,Building,69.157691,34.559638
Kabul-D08,01,01,تعمیر,0101165,Aab Rasani,Ghaws Azam Dastger Mosque,Kabul,2,3,5,Building,69.242315,34.509089
Kabul-D08,01,01,تعمیر,0101167,Shah Shaheed,Tap-E- Balkh Mosque,Kabul,2,2,4,Building,69.202219,34.509774
Kabul-D08,01,01,تعمیر,0101168,"Sar-E-Tapa, Market",Abdul Qader Jilani Mosque,Kabul,1,4,5,Building,69.234914,34.513161
Kabul-D13,01,01,تعمیر,0101272,Shahrak-E-Mahdia,Mohammadia Mosque,Kabul,1,1,2,Building,69.080694,34.503833
Kabul-D13,01,01,تعمیر,0101273,Pul-E-Khushk,Homayoon Shaheed Mosque,Kabul,4,4,8,Building,69.057972,34.493611
Chaki Wardak,04,04,ولسوالی,0404093,Mongiar Khel,Malik Qarya House,Wardak,1,2,3,District,68.535254,34.138916
Khan Abad,04,19,تعمیر,1904169,Deh Kalan Village,Deh Kalan Secondary School,Kunduz,1,1,2,Building,69.005560,36.621342
Zari,15,21,تعمیر,2115306,Bakhtgaan Village,Bakhtgaan Mosque,Balkh,1,1,2,Building,66.649247,35.819577
Kishindeh,14,21,تعمیر,2114296,Qara Bay Village,Qara Bay Mosque,Balkh,1,2,3,Building,66.883407,35.966654
Kishindeh,14,21,تعمیر,2114295,Wakheshk Village,Qara Bay School,Balkh,1,1,2,Building,66.959256,35.773908
Shortepa,12,21,تعمیر,2112115,Joy Wakeel Village,Joy Wakil Clinic,Balkh,1,2,3,Building,66.972263,37.348438
Shortepa,12,21,تعمیر,2112114,Islam Ulya Village,Islam Ulya School,Balkh,1,2,3,Building,66.473827,37.298578
Char Bolak,11,21,تعمیر,2111195,Zhangora Watani,Sikandar Khel Zhangora School,Balkh,1,1,2,Building,66.749312,36.754114
Khulm,10,21,تعمیر,2110096,Khoshtoot Village,Khoshtoot Secondary School,Balkh,1,1,2,Building,68.064963,36.586318
Khulm,10,21,تعمیر,2110094,Deh Warda Village,Deh Warda Village Mosque,Balkh,1,1,2,Building,67.688834,36.785063
Khulm,10,21,تعمیر,2110084,Ghazi Abad Village,Ghazi Abad Secondary School,Balkh,1,1,2,Building,67.773974,36.732594
Khulm,10,21,تعمیر,2110083,Ameen Hussain Village,Shahee Ahmad Shah Masood High School,Balkh,1,2,3,Building,67.686747,36.714690
Dawlat Abad,09,21,تعمیر,2109145,Pay Mashhad Afghania,Afghania Mosque,Balkh,1,1,2,Building,66.844640,36.957157
Dawlat Abad,09,21,تعمیر,2109144,Yakhdan Village,Yakhdan Mosque,Balkh,1,1,2,Building,66.816540,36.959799
Dawlat Abad,09,21,تعمیر,2109130,Hayatan Village,Hayatan School,Balkh,1,1,2,Building,66.756543,37.000311
Dawlat Abad,09,21,تعمیر,2109129,Khowala Bachgan Village,Khowala Bachgan School,Balkh,1,1,2,Building,66.763678,36.909549
